bnf_code,bnf_name,items
1201010E0AAABAB,Betamethasone 0.1% / Neomycin 0.5% ear/eye/nose drops,36464
23804808007,Orahesive powder,29384
0404000M0BKACAN,Xaggitin XL 36mg tablets,30465
21270001090,Haddenham Star Cotton class 2 (23-32mmHg) below knee closed toe extra wide,232
0204000R0BNAEAA,Half Beta-Prograne 80mg modified-release capsules (Accord),740
0704050R0AAACAC,Tadalafil 2.5mg tablets,9579
20030900200,Allevyn Life Sacrum dressing 21.6cm x 23cm,567
0404000M0BIACAN,Xenidate XL 36mg tablets,27628
23600706434,NovaLife 1 convex ileostomy bag maxi opaque 10-59mm,331
22900759004,Male draining jug with tap,585
0204000I0BCABAC,Trandate 100mg tablets,3671
1307000K0AAAAAA,Podophyllotoxin 0.5% solution,1305
1304000P0AABABA,Fluocinonide 0.05% ointment,1832
20090000630,Ribbed cotton surgical tubular stockinette 10cm,788
0205051L0BBACAC,Zestril 10mg tablets,2788
1001030U0AACECE,Methotrexate 10mg/0.2ml inj pre-filled disposable devices,3954
0404000M0BKAAAM,Xaggitin XL 18mg tablets,28813
1201030F0BEAAAB,Waxsol ear drops,2098
20031700241,KerraCel dressing 5cm x 5cm square,9869
21270002353,Jobst Elvarex Soft SoftFit for lymphoedema garment lower extremities,2951
1302010U0BGAAAK,Eucerin Dry Skin Relief 5% cream,9311
1001010J0AAACAC,Ibuprofen 100mg/5ml oral suspension,15392
0905013G0AADCDC,Mag glycerophos (mag 97.2mg/5ml (4mmol/5ml)) soln,165
0409010N0BBAAAA,Sinemet 10mg/100mg tablets,2683
23941009993,"SenSura Mio Click two piece ostomy system colostomy bag with filter, midi 50mm",604
21020001337,Actreen Lite Cath catheter male olive Tiemann tip 8Ch-18Ch,328
23301023041,Comfizz Level I junior unisex support boxers medium black,35
0906040P0AAACAC,Paricalcitol 1microgram capsules,189
0704030J0AAAIAI,Sodium citrate 4g oral granules sachets,557
23961009674,"SenSura Soft Seal Multichamber convex urostomy bag, maxi soft cover 15-33mm",923
0208010W0AAASAS,"Tinzaparin sodium 12,000units/0.6ml inj pre-filled syringes",5574
0106010N0AAADAD,Sterculia 62% granules 7g sachets gluten free,3306
0204000H0AABGBG,Bisoprolol 5mg/5ml oral solution,673
20031600002,Urgotul dressing 15cm x 20cm,2020
21270002542,Mediven Plus class 2 (23-32mmHg) made to measure thigh length,84
21270000477,Mediven Elegance class 2 (23-32mmHg) below knee closed toe,3475
21020000739,Folysil X-Tra silicone pre-filled catheter with empty syringe for balloon deflation female 12Ch-18Ch,2473
23940709661,Nova 2 two piece ostomy system convex 43mm flange 30mm,214
23151061501,Independence adhesive remover aerosol,2754
0410020B0BBAPBA,Nicorette Freshmint 2mg medicated chewing gum,2162
21270000538,Altiven class 2 (23-32mmHg) made to measure below knee open toe,116
20030200197,Biatain Alginate Ag dressing 15cm x 15cm,274
23945909561,"Combimate two piece ostomy system ileostomy bag with filter, medium 45mm beige",45
21270001113,Sigvaris Essential Semitransparent (15-20mmHg) below knee closed toe,837
0703010F0BMAAAE,Katya 30/75 tablets,507
22900609015,Uri-Drain urinal system replacement bag,138
22303953007,UltraFlex Clear silicone sheath intermediate,551
23600706201,InVent Symmetrical Convex ileostomy bag with filter opaque 15-37mm,170
090402000BBSEA0,Jevity Plus HP gluten free liquid,1657
22802958009,Leg bag strap latex free wide,253
0905011D0BDAAAD,Cacit 500mg effervescent tablets,1584
21320000110,PulmoClear 6% inhalation solution 4ml vials,916
20050300307,Provox LaryClip (8 clips),1286
20031700040,Aquacel Ag dressing 4cm x 10cm rectangular,253
21270000913,Jobst Elvarex Soft non-standard colour for lymphoedema garment upper extremities,321
23604106529,"Confidence BE ileostomy bag with filter and overlap, standard 25mm white",94
23600106236,"Moderma Flex convex ileostomy bag with filter and Lock 'n' Roll closure, maxi 15-51mm transparent",199
100302010BBAAAA,Oruvail 2.5% gel,659
23301083109,Cuiwear unisex support boxers large/extra large black,28
110801000BLAMA0,Soothe Night Time eye ointment,236
20031300045,Advasil Conform sheet 15cm x 10cm rectangular,128
23941009490,Assura two piece ostomy system ileostomy bag maxi opaque 40mm,57
1001022K0AAAEAE,Methylprednisolone acetate 120mg/3ml inj vials,1613
23964109741,Confidence Natural urostomy bag small 13mm,84
23300263309,Suportx breathable tube ostomy belt extra large 20cm black,60
20032400003,Tegaderm Absorbent Clear Acrylic dressing 14.2cm x 15.8cm oval,190
0408010AEBBAIAN,Lyrica 20mg/ml oral solution,597
090401000BBTYA0,Taranis low protein fish substitute,345
0402030R0BBABAB,Sycrest 5mg sublingual tablets,55
0503010AAAAAAAA,Emtricitabine 200mg / Tenofovir 245mg tablets,37
0801030P0AAFJFJ,Methotrexate 12.5mg/0.5ml inj pre-filled syringes,129
0503021C0BBAFAF,Zovirax Double Strength 400mg/5ml oral suspension,75
20050600093,Phoniq DigiClose Comfort HME filter,102
20030400179,Comfeel Plus Transparent dressing 9cm x 14cm rectangular,87
21270001381,Juzo Expert overheight for lymphoedema garment upper extremities,200
23601006282,"Assura Inspire ileostomy bag with filter and Hide-Away outlet, maxi design opaque 12-70mm",142
20030300033,Revamil Wound Gel dressing,97
0906040N0BXABFL,"Eciferol D2 50,000unit capsules",159
23965909636,Esteem+ soft convex urostomy bag 50mm plateau 25mm,44
21270000348,Sigvaris Traditional (23-32mmHg) armsleeve with grip top,251
21270001507,Juzo Expert Strong pressure pads for lymphoedema garment lower extremities,43
21011200413,"GBUK gellhorn pessary size 4, 64mm diameter, silicone, standard stem",24
22501755007,Flexicare non-sterile leg bag,77
23350703797,NovaLife 1 convex colostomy bag midi clear 10-46mm,87
0109010U0BGAAAB,Ursonorm 250mg capsules,71
0803042N0BDAAAF,Staladex 10.72mg implant pre-filled syringes,226
20030600588,365 Foam dressing 10cm x 20cm rectangular,30
0103040M0BBAAAA,Cytotec 200microgram tablets,125
0408010G0AAAWAW,Gabapentin 200mg/5ml oral liquid,54
21280000148,Navina Classic System small,39
21270002630,Jobst Elvarex elbow functional zone for,105
23944810020,"Esteem Synergy+ two piece ostomy system colostomy bag with filter, standard 48mm clear",52
20033000040,ConvaMax Superabsorber dressing (non-adhesive) 20cm x 40cm rectangular,333
0409010N0AAAPAP,Co-careldopa 6.25mg/25mg/5ml oral suspension,43
0902012H0AAANAN,Generic O.R.S Oral Rehydration Salts soluble,27
21270000523,Altiven low compression (14-18mmHg) made to measure below knee closed toe,62
20030900217,Askina DresSil dressing 15cm x 15cm,31
22506155023,"CliniSure sterile leg bag with T tap 500ml bag, short tube",31
23353353702,"Option hydrocolloid low profile soft convex colostomy bag with filter, plus 47mm plateau 40mm",24
23305951097,Vanilla Blush Level 2/3 female support vest medium white,56
1104020ABAAAAAA,Hamamelis water 12.5% / Naphazoline 0.01% eye drops,37
0104020H0BBAEAA,Lomotil 2.5mg/25microgram tablets (Imported),59
21270002554,Haddenham Star Cotton MTO class 1 (18-21mmHg) below knee closed toe,107
20031500054,"Eakin wound drainage bag with bung closure for vertical wounds, extra large",75
20031200032,Hydrosorb sheet 5cm x 7.5cm rectangular,47
0310000N0BBAAAC,Galpseud 60mg tablets,75
21280000128,IryPump S set,26
20031700230,Cutimed Sorbion Sachet S dressing 15cm x 15cm square,48
0205010N0BBACAC,Loniten 10mg tablets,31
1001010K0AAAQAQ,Indometacin 25mg/5ml oral solution,59
0302000K0BDACAU,Symbicort 400/12 Turbohaler,382862
0302000C0BQAABX,Fostair 100micrograms/dose / 6micrograms/dose inhaler,4311992
21010900802,GlucoRx FinePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge,317156
0604011G0BIABAU,Oestrogel Pump-Pack 0.06% gel,424984
0205051R0AAAMAM,Ramipril 5mg tablets,544407
0501080W0AAAIAI,Trimethoprim 50mg/5ml oral suspension sugar free,285547
0205052Q0AAABAB,Telmisartan 80mg tablets,128616
0601012Z0BBABAB,Tresiba FlexTouch 100units/ml inj 3ml pre-filled pens,379646
0702020F0AAAKAK,Clotrimazole 500mg pessary and Clotrimazole 2% cream,282737
20020200970,Profore #1 bandage 10cm x 3.5m,9376
0601012X0BBAAAA,Levemir Penfill 100units/ml inj 3ml cartridges,161109
0205052Q0AAACAC,Telmisartan 20mg tablets,61354
21010900619,Mylife Clickfine hypod insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge,6781
22801008006,Elasticated leg bag strap,31312
0402010ADAAAEAE,Aripiprazole 10mg orodispersible tablets sugar free,7224
22303953126,Clear Advantage Spirit sheath style 2 pop-on 32mm,2291
0107010Z0BCAAAE,Anusol cream,74880
23153451504,Pelican Release non-sting adhesive remover aerosol,16754
1202010M0BDAAAC,Pirinase Hayfever 0.05% nasal spray,1776
0603020S0AAABAB,Methylprednisolone 4mg tablets,1151
0904010H0BDAGAA,Juvela gluten free part baked white bread rolls,6876
21270000608,Haddenham Microfine (20-36mmHg) toe cap with compressive toes,2238
21012500122,Olive oil ear drops (Numark Ltd),2711
23453374514,Neutralise deodorant blackberry,3546
21020001461,VaPro Pocket hydrophilic catheter female 10Ch-14Ch,1407
0905013G0BEAADE,Neomag (magnesium 97mg (4mmol)) chewable tablets,8821
1304000V0AABBBB,Hydrocortisone 0.5% ointment,23209
0904010H0BJAAAA,Glutafin gluten free Select fibre loaf sliced,5001
20030900292,UrgoStart Border dressing 10cm x 10cm,1463
0704020J0BCABAC,Ditropan 5mg tablets,8970
23601006354,"SenSura Mio ileostomy bag with filter, midi 35mm",478
0109040N0BEACAZ,Nutrizym 22 gastro-resistant capsules,11473
23944809837,Esteem Synergy two piece ostomy system flat durahesive skin barrier with flexible collar 22-33mm,158
21270001397,Juzo Expert custom fit class 2 (23-32mmHg) below knee,1818
0604011L0BVAABI,FemSeven Sequi patches,1066
1306010C0BUACAB,Acnecide Wash 5% gel,3961
20090000868,Comfifast Easywrap stockinette vest long sleeve 8-11years,502
21020001341,Liquick Base catheter female 6Ch-14Ch,717
21020001303,UltraSmooth hydrophilic meatal dilatation catheter male taper tip 12Ch-18Ch,948
23604106510,"Confidence BE ileostomy bag with filter, large 13-55mm",1370
0208010P0AAADAD,Heparin sodium 50units/5ml patency solution ampoules,4146
0602010V0AAAGAG,Levothyroxine sodium 25microgram capsules,424
23355903607,"Pelican ModaVi firm convex colostomy bag with filter, medium 12-40mm neutral",268
0902021X0AABABA,Water for injections 1litre bottles,228
23353453685,"Pelican Select convex colostomy bag with filter, standard 30mm clear",123
23600706276,Nova 1 EasiFold ileostomy bag with filter opaque 20-60mm,262
23803458004,Pelican paste,1208
21270000108,Jobst Elvarex custom fit class 3 (34-46mmHg) thigh length,561
21270000863,Sigvaris Essential Thermoregulating class 1 (18-21mmHg) below knee open toe,646
23301083140,Fulcionel medium support hernia belt extra large 20cm,51
0403020K0AAACAC,Moclobemide 300mg tablets,2680
20031700274,UrgoStart plus Pad dressing 6cm x 6cm square,2378
20090000831,Tubifast 2-way stretch stockinette vest long sleeve 2-5 years,327
0406000P0BBAAAE,Maxolon 10mg tablets,423
20031700103,Medihoney HCS dressing with adhesive border 11cm x 11cm square,702
0906040G0BIADDV,"Pro D3 10,000unit capsules",5495
21270002507,Haddenham Veni MTO long leg for lymphoedema garment,162
0103050P0BFAAAF,Mepradec 10mg gastro-resistant capsules,246
0101012B0AAAPAP,Sodium bicarbonate powder,690
090402000BBWTA0,Meritene Energis oral powder 30g sachets strawberry,1381
20030100138,Kendall Telfa Clear dressing 30cm x 60cm,91
0604030Q0AAAMAM,Prasterone 6.5mg pessaries,1446
0704020ACBBAAAA,Emselex 7.5mg modified-release tablets,422
20030900122,Allevyn Gentle Border Lite dressing 15.2cm x 13.1cm oval,881
0106050B0BEABA0,Moviprep Orange oral powder sachets,377
0408010ANAAAAAA,Cenobamate 50mg tablets,48
0407020Q0BIACDU,MXL 90mg capsules,927
0202030S0BBAAAT,Aldactone 25mg tablets,777
21270000331,Sigvaris Style Opaque (15-20mmHg) below knee closed toe,457
0409010N0BFAAAG,Lecado 100mg/25mg modified-release tablets,110
1201010AEBBAAAA,Cilodex ear drops,855
21270001894,Sigvaris Essential Comfortable class 2 (23-32mmHg) tights bodyform open toe,31
23600106300,Pouchkins ileostomy bag newborn,272
23944109534,"Harmony Duo two piece ostomy system colostomy bag with filter, large 13-50mm",268
22502085017,Baby Bear paediatric sterile leg bag direct inlet 150ml,57
190205500BBHIA0,Veil cleansing cream,111
20030400176,Comfeel Plus Transparent dressing 15cm x 15cm square,194
0901020N0BBAAAB,Neo-Cytamen 1000micrograms/1ml inj ampoules,266
23355903622,"Pelican ModaVi soft convex colostomy bag with filter, small 12-40mm black",89
23601006241,"Assura Inspire ileostomy bag with filter and Hide-Away outlet, maxi opaque 25mm",151
1902070A0AAAAAA,Acetylcysteine 2g/10ml solution for infusion ampoules,281
23963459645,"Pelican Platinum Contour convex urostomy bag with tap, standard 25mm",24
1001030U0BGARBI,Methofill 25mg/0.5ml inj pre-filled syringes,152
21070610190,Compression hosiery class III thigh length stocking circular knit made to measure,259
0208010D0BBAHAH,Clexane 300mg/3ml solution for injection multidose vials,70
21010900776,Microdot Droplet hypod insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge,511
20033000140,kliniderm Film with Pad dressing 10cm x 15cm,31
20032500021,Snap cartridge device 125mmHg,116
0407042F0BBAAAA,Dixarit 25microgram tablets,53
23355603844,Welland Aura colostomy bag maxi 44mm beige,95
20030900388,Adaptic Digit dressing finger medium,211
23350703837,NovaLife TRE 1 soft convex colostomy bag midi 35mm,329
0402010J0AAAAAA,Haloperidol 500microgram capsules,352
23941010073,SenSura Mio Flex two piece ostomy system light convex baseplate 50mm 21mm,45
20031700225,Exufiber dressing 4.5cm x 10cm rectangular,41
21270000103,Jobst Elvarex custom fit class 3 forte (34-46mmHg) below knee,155
21410000107,HydroClean advance dressing 5.5cm round,151
0408010G0AAAGAG,Gabapentin 100mg/5ml oral suspension,75
23601006290,"Assura Inspire Soft Seal convex ileostomy bag with Hide-Away outlet, maxi soft cover 25mm",167
23355903576,"Trio Genii with Sil2 silicone flange colostomy bag with filter, midi 15-60mm dark",46
21270001102,Haddenham Star Cotton class 1 (18-21mmHg) armsleeve with grip top extra wide,27
0901030J0AAACAC,Darbepoetin alfa 40micrograms/0.4ml inj pre-filled syringes,59
1001010J0DKAABR,Ibuprofen Twelve Plus Pain Relief 200mg/5ml oral suspension,59
23303453015,Pelican waistband medium/large 105cm-125cm beige,57
23303243043,Nu-Hope belt left extra large 225mm,27
21270002152,Sigvaris MTM Optiform Flex zip with lining for lymphoedema garment lower extremities,51
0411000G0BFAAAF,Valios 10mg orodispersible tablets sugar free,46
1108010F0BDAAA4,Tears Naturale eye drops,27104
0407020Q0BBAGCP,MST Continus suspension 30mg granules sachets,236
0402010AEBBABAB,Invega 6mg modified-release tablets,29
23941009565,Assura two piece ostomy system ileostomy bag paediatric opaque 40mm,26
0502010D0BBAAAA,VFEND 200mg tablets,52
21270000704,Juzo Classic class 1 (18-21mmHg) glove,172
23351003829,SenSura Mio Original colostomy bag mini,69
0501011P0AAAFAF,Phenoxymethylpenicillin 250mg/5ml oral solution,282786
0206030N0AAABAB,Nicorandil 20mg tablets,399418
0601023AWBBABAB,Ozempic 0.5mg/0.37ml inj 1.5ml pre-filled pens,201207
23804808008,Stomahesive paste,25844
21300000174,Evolve Carmellose 0.5% eye drops preservative free,53360
20030900246,kliniderm Foam Silicone Border dressing 12.5cm x 12.5cm,7483
0404000M0BJABAT,Delmosart 27mg modified-release tablets,14208
21240000160,Sterimar 31.8% isotonic nasal spray,213880
0302000N0BLACBG,Combisal 25micrograms/dose / 250micrograms/dose inhaler,23872
0206020F0BIABAC,Vascalpha 10mg modified-release tablets (Accord),19950
0408010C0BBABAC,Tegretol 200mg tablets,235321
0212000F0AAAEAE,Colestyramine 4g oral powder sachets sugar free,64996
0206030Y0AAACAC,Ivabradine 2.5mg tablets,86823
0601011A0BCAAAC,Fiasp FlexTouch 100units/ml inj 3ml pre-filled pens,108084
0601012S0BDALAL,Insulatard Penfill 100units/ml inj 3ml cartridges,70986
23604106554,"Confidence BE soft convex ileostomy bag with filter and overlap, standard 13mm-38mm black",6338
0906040G0AADKDK,"Colecalciferol 25,000unit tablets",13654
0103050P0AAAMAM,Omeprazole 10mg dispersible gastro-resistant tablets,114577
0105010B0AAARAR,Mesalazine 1.2g gastro-resistant modified-release tablets,21191
21020001404,WyCath hydrophilic meatal dilatation catheter male taper tip 8Ch-18Ch,4225
090402000BDAYAP,Foodlink Complete Compact powder 57g sachets banana,8135
0906031C0CGAAAF,Ascorb 50mg tablets,313
21020001189,SpeediCath Compact Set catheter female 14Ch,839
0206020C0AAAVAV,Diltiazem 180mg modified-release capsules,24738
23854108551,Salts Aloe ring 38mm,3486
0601012Z0AAABAB,Insulin degludec 100units/ml inj 3ml pf dispos dev,25251
0302000V0AAAAAA,Fluticasone furoate 184microg/Vilanterol 22microg/dose,18786
0904010H0BJAPAA,Glutafin gluten free Select seeded loaf sliced,8750
0404000M0BGAJBA,Medikinet XL 60mg capsules,6281
0109040N0BDAGAY,Creon Micro Pancreatin 60.12mg gastro-resistant granules,4328
0105010B0BBAAAA,Asacol 400mg MR gastro-resistant tablets,90471
21010900708,NovoFine Autocover hypod insulin needles for pre-filled /reusable pen injectors screw on 8mm/30gauge,8962
0205052A0AAABAB,Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets,19101
23350703824,"NovaLife 1 colostomy bag with viewing option, midi opaque 30-55/70mm",387
21300000119,Tear-Lac Hypromellose 0.3% eye drops preservative free,24863
23802228000,Ilex skin protectant paste,4257
0402020T0AAAAAA,Haloperidol decanoate 50mg/1ml inj ampoules,2294
20030100608,Cosmopor dressing 8cm x 15cm,1295
0404000M0AAANAN,Methylphenidate 36mg modified-release tablets,9803
23603456365,"Pelican Platinum Contour ileostomy bag with filter, maxi",225
23603456402,Pelican Platinum convex high output ileostomy bag maxi 12-40mm clear,374
0902011U0BBABAB,Kay-Cee-L syrup,3327
0302000N0AAAYAY,Fluticasone propionate 250microg/Salmeterol 50microg/dose,35942
0409010N0AAAAAA,Co-careldopa 10mg/100mg tablets,3305
0107020J0BFADAF,Uniroid HC suppositories,38021
0802020T0AAAFAF,Tacrolimus 500microgram capsules,579
1304000F0BGACAB,Audavate RD 0.025% cream,3970
0206020Z0AAAAAA,Amlodipine 5mg / Valsartan 80mg tablets,5514
0208010D0AAAEAE,Enoxaparin sodium 100mg/1ml inj pre-filled syringes,6689
22302083000,GB Libra latex free sheath standard 24mm,536
23960109704,Impression C urostomy bag 25mm,564
23803368000,LaVera barrier cream sachets,609
23961009682,SenSura Mio urostomy bag maxi 30mm grey,113
23600106337,"Moderma Flex convex ileo bag + filter, CeraPlus s/barr & Lock 'n' Roll closure, maxi 15-51mm beige",860
20031700089,Medihoney Antibacterial Honey Apinate dressing 5cm x 5cm square,2790
21200000153,Jobst UlcerCARE medical stocking and compression liner extra large,1106
22602406002,Jade J2S drainable night drainage bag,3993
23600106244,Moderma Flex High Output ileostomy bag with filter 15-64mm,1948
